"","Tweet","Date","Isretweet","Retweets","Score","Product","City","Country","duplicate"
"742","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:24:44",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"743","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:24:33",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"744","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:24:16",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"745","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:24:15",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"746","Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:24:07",FALSE,33,0,Apple iPhone,NYC,USA,FALSE
"747","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:20:14",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"748","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:20:12",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"749","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:13:44",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"750","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:13:38",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"751","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:12:34",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"752","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:11:40",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"753","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:11:07",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"754","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:10:07",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"755","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:09:45",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"756","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:09:23",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"757","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:08:57",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"758","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:08:41",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"759","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:07:26",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"760","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:06:32",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"761","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:06:29",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"762","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:06:29",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"763","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:06:15",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"764","New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:06:04",FALSE,36,-1,Apple iPhone,NYC,USA,FALSE
"765","MicSwap MultiTrack is here! MULTI-TRACK recording + mic modeler app for iPhone/iPad/Desktop. /f0DgA8uUuE","2021-06-06 17:02:14",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"766","NOW AIRING: Smooth Jazz with Greg Williams from 1pm  2pm EST  Download The New WREE-DB/ AM 1620 App &amp; Take Us wher /JgTNVrOIzT","2021-06-06 17:01:02",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"767","@EGLDIsTheWay I believe the future is bright for Elrond.  I believe the same is true for other networks like Cardan /UDPDtfl00n","2021-06-06 16:50:24",FALSE,0,2,Apple iPhone,NYC,USA,FALSE
"768","What a racket @Apple is running.  Just like they slow the iPhone batteries down they seem to be messing with /uWBsxaudpJ","2021-06-06 16:44:14",FALSE,0,-1,Apple iPhone,NYC,USA,FALSE
"769","Apple iPhone 4S | Price Specifications Features.  Mobile Mobile News News  /64iyqKCvjD","2021-06-06 16:39:07",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"770","@S_Max_YT @Apple_Tomorrow MagSafe but it charges like the iPhone","2021-06-06 16:38:31",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"771","@kitchen_song lmao yeah but I do have compelling evidence  ""Twitter for iPhone"" I haven't owned an apple device in /bDMuifAlmg","2021-06-06 16:36:48",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"772","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:33:09",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"773","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:29:14",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"774","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:21:29",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"775","RT @Forbes: New Apple exclusive reveals massive iPhone 13 upgrades /uqNyj2DnbT","2021-06-06 16:13:37",TRUE,63,0,Apple iPhone,NYC,USA,FALSE
"776","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:10:16",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"777","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:09:03",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"778","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:09:01",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"779","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:08:43",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"780","RT @Forbes: Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users ","2021-06-06 16:08:01",TRUE,12,0,Apple iPhone,NYC,USA,TRUE
"781","RT @RamiAboromi: Excited to share the latest addition to my etsy shop: Leather Square Frame Cases For iPhone Apple 12 11 Pro Max Deer Came","2021-06-06 16:05:01",TRUE,1,1,Apple iPhone,NYC,USA,FALSE
"782","Excited to share the latest addition to my etsy shop: Leather Square Frame Cases For iPhone Apple 12 11 Pro Max De /VrpEhShfY3","2021-06-06 16:02:31",FALSE,1,1,Apple iPhone,NYC,USA,FALSE
"783","Straight Talking Cyber on why everything has suddenly changed for 2 billion WhatsApp users /OIbn3FAbK6","2021-06-06 16:00:00",FALSE,12,0,Apple iPhone,NYC,USA,FALSE
"784","RT @WSJ: Apples closed ecosystem of hardware and software has resulted in some wonderful products. But the companys walled garden also ke","2021-06-06 15:45:36",TRUE,22,1,Apple iPhone,NYC,USA,FALSE
"785","If Apple puts the M1 in the next IPhone... I just might","2021-06-06 15:40:49",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"786","Tesco just lowered the price of Apples iPhone 12 and thats notall /Xuu5gkng6B","2021-06-06 15:40:44",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"787","RT @Forbes: New warning issued for millions of iPhone 12 users /WXKvTnIUHh","2021-06-06 15:18:26",TRUE,34,-1,Apple iPhone,NYC,USA,TRUE
"788","Furious iPhone users say Apple's latest update is killing battery life /OHbVg44LdW via @nypost","2021-06-06 15:13:16",FALSE,0,-2,Apple iPhone,NYC,USA,FALSE
"789","10 Features Android 'Borrowed' from Apple's iPhone and iOS - iDrop News /hnYDpY5DsJ","2021-06-06 15:05:50",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"790","RT @Forbes: New warning issued for millions of iPhone 12 users /WXKvTnIUHh","2021-06-06 15:05:23",TRUE,34,-1,Apple iPhone,NYC,USA,TRUE
"791","RT @Forbes: New Apple exclusive reveals massive iPhone 13 upgrades /jYuVDeUYP2","2021-06-06 15:02:29",TRUE,50,0,Apple iPhone,NYC,USA,TRUE
"792","Mobile Podcast Voiceover Recording Studio for iPhone &amp; iPad. MicSwap &amp; AudioMaster App. /bH64TfpLF4","2021-06-06 15:01:34",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"793","NOW AIRING: WREE Praise from 11am  12:30pm EST  Download The New WREE-DB/ AM 1620 App &amp; Take Us wherever you are a /I4qzvcDnr3","2021-06-06 15:01:04",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"794","New Warning Issued For Millions Of iPhone 12 Users - Forbes /R03wgX1c26","2021-06-06 14:55:36",FALSE,0,-1,Apple iPhone,NYC,USA,FALSE
"795","iOS 15 Reveal: Apples iPhone Software To Include Stunning New Privacy Feature - Forbes /srfMIsWpx7","2021-06-06 14:52:45",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"796","RT @Forbes: New warning issued for millions of iPhone 12 users /OK1cgBD42o","2021-06-06 14:49:29",TRUE,28,-1,Apple iPhone,NYC,USA,FALSE
"797","RT @Forbes: iPad Pro: Apple developing surprise update with iPhone-beating feature report says /fwy1qv","2021-06-06 14:49:01",TRUE,20,0,Apple iPhone,NYC,USA,FALSE
"798","RT @BGR: This is the biggest reason iPhone users switch from Apple to Android /7Vn7K6GQZ9","2021-06-06 14:48:25",TRUE,4,0,Apple iPhone,NYC,USA,FALSE
"799","iOS 14.6 includes the option to unlock iPhone with Apple Watch while wearing a face mask....  Hey @Apple  Cut th /zGrkaBv3Zf","2021-06-06 14:47:53",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"800","RT @Forbes: Here's why you should stop using the Facebook Messenger app /oJ7CwDz9Q5","2021-06-06 14:47:29",TRUE,26,0,Apple iPhone,NYC,USA,FALSE
"801","Hearing accessibility features in iOS - Apple Support /NEqwtwLxXq","2021-06-06 14:42:59",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"802","RT @Forbes: Straight Talking Cyber on what to expect in iOS 15 at Apple's WWDC on June 7 /icgBf2qomb","2021-06-06 14:37:23",TRUE,8,0,Apple iPhone,NYC,USA,FALSE
"803","RT @Forbes: Straight Talking Cyber on what to expect in iOS 15 at Apple's WWDC on June 7 /icgBf2qomb","2021-06-06 14:35:16",TRUE,8,0,Apple iPhone,NYC,USA,TRUE
"804","RT @Forbes: New Apple exclusive reveals massive iPhone 13 upgrades /jYuVDeUYP2","2021-06-06 14:34:30",TRUE,50,0,Apple iPhone,NYC,USA,TRUE
"805","@jamesthomson James you are telling me that Steve Jobs could have done what he did with a remote team?  No way /34IJWQQ53u","2021-06-06 14:32:44",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"806","Hey Apple bring back the forest green iPhone pro","2021-06-06 14:25:39",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"807"," $13.99  iPhone Fast Charger Apple MFI Certified Cabepow 20W PD USBC Power Adapter @iotcybersec24   iPhone Fast /VXwcnzUruN","2021-06-06 14:18:50",FALSE,0,2,Apple iPhone,NYC,USA,FALSE
"808","I'm using an iPhone but listening to stuff only on Spotify. Y'all can't do this audio stuff right @Apple","2021-06-06 14:13:45",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"809","RT @Forbes: New warning issued for millions of iPhone 12 users /HV7MMQBtnu","2021-06-06 14:12:29",TRUE,46,-1,Apple iPhone,NYC,USA,FALSE
"810","WhatsApp Suddenly Gives 2 Billion Users A Reason To Stay  @Facebook @Twitter @instagram  /DBdonB9exd","2021-06-06 14:10:50",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
